PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
44,1/15/2026,,7,3,Sample Pitcher,,Right,TEAM_A,Sample Batter 8,,Right,TEAM_B,Undefined,1,Bottom,2,0,2,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.05,-1.14415,-2.08136,2769,81.7,8:30,5.78,1.77,6.225,-40.314,1.52,-15.43,2.638,-0.129,78.2,-6.669,-3.495,0.44866,,,,,,,,,,,,6.82237,-0.85095,-2.07681,50,5.56162,4.96292,-122.209,-3.7741,10.34046,23.58514,-33.4638,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,84.01114,,,6.13043,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,b685539e-1ba8-4901-b2e5-3e5c50aa4551,,-123.025,11.79257,5.67219,-2.61615,-16.7319,-2.24235,4.60511,5.17023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
45,1/15/2026,,7,4,Sample Pitcher,,Right,TEAM_A,Sample Batter 9,,Right,TEAM_B,Undefined,1,Bottom,2,1,2,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.57,1.816876,-0.10844,2487,76.3,9:15,5.82,1.54,6.632,-33.127,-2.11,-12.33,1.462,-0.933,78.994,-7.643,-1.799,0.443866,,,,,,,,,,,,6.71055,1.7274,-1.90775,50,6.12649,0.81449,-125.051,2.74084,10.62866,25.15797,-29.438,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,84.91853,,,7.40185,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,4c1a0ca3-14ba-481e-a203-37ea1eadb48b,,-126.029,12.57898,5.99772,3.88508,-14.719,-1.93138,0.40136,5.31433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
46,1/15/2026,,7,5,Sample Pitcher,,Right,TEAM_A,Sample Batter 1,,Right,TEAM_B,Undefined,1,Bottom,2,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.7,-2.6457,-1.61589,2155,212.5,12:30,5.96,2.04,4.802,-19.982,15.43,8.49,3.448,-0.05,90.561,-4.165,0.443,0.381591,,70.4034,116.8408,4716.462,,,,,31.31267,,,-3.03626,9.79898,-1.68114,50,5.74027,3.81593,-141.995,-6.84088,-6.23365,30.81587,-12.056,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,98.77719,79.36061,,7.81501,,,,1.87202,2.53742,-0.73191,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,046fa70e-e51e-487c-811c-d94618c56531,,-142.789,15.40793,5.9125,-6.5303,-6.02801,-1.78151,3.97652,-3.11683,339.117,1.87203,-17.2638,-6.3459,2.35532,-0.0261,-1.15172,1.25755,-0.5204,0.04786,2.53742,107.3924,-29.2546,3.71511,-0.68954,0.05604,0.00432,0.04073,-0.02489,-0.7319,34.11406,-7.54407,1.86273,-0.14093,-0.46447,0.50815,-0.19276,0.00968,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,
47,1/15/2026,,7,6,Sample Pitcher,,Right,TEAM_A,Sample Batter 2,,Right,TEAM_B,Undefined,1,Bottom,2,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.61,-1.1223,-2.38178,2133,199.1,12:45,5.75,1.94,5.629,-49.428,13.04,5.78,1.532,1.239,74.894,-4.951,-5.8,0.382456,,14.72549,166.531,2734.817,,,,,58.25544,,,-3.37114,7.93402,-1.80622,50,5.86687,5.67177,-141.436,-3.16855,-6.94326,27.18403,-15.833,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,98.55366,15.40773,,6.98393,,,,-0.22267,3.6526,-0.1944,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,e5fadc21-0a12-48f9-8020-7e317dcc5b3c,,-142.165,13.59201,5.94618,-2.74377,-7.9165,-1.96089,5.85805,-3.47163,258.9964,-0.22267,-118.301,9.7151,-0.42691,0.14369,-0.00407,-0.01521,0.01875,-0.00948,3.6526,31.97118,-17.6382,1.36768,-0.19229,0.04819,-0.00489,-0.00194,0.00138,-0.1944,28.33386,-10.9157,1.464,-0.28189,0.05755,-0.00578,-0.00147,0.00128,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,
48,1/15/2026,,5,1,Sample Pitcher,,Right,TEAM_A,Sample Batter 3,,Right,TEAM_B,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.73,-1.60276,-2.50727,2106,219.8,12:45,5.52,1.97,6.88,-13.482,16.35,8.42,1.767,0.278,72.396,-6.039,-3.291,0.384855,,6.877683,174.114,2047.542,,,,112.5642,59.77982,176.9695,1.020627,-3.65933,9.73977,-2.02519,50,5.75163,5.94067,-140.762,-4.2159,-7.40719,29.2968,-12.459,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,97.93932,6.36686,,7.59808,,,,1.57372,3.44235,-0.37842,,1/15/2026,,,,GroundBall,v3,,,,Sample Catcher 3,,Right,TEAM_B,,53.7234,-141.535,14.6484,5.8585,-3.88724,-6.22948,-2.18448,6.13607,-3.7036,285.6462,1.57372,-121.56,10.84763,-1.37383,0.26088,-0.03703,0.00654,-0.00125,0.00014,3.44235,14.7401,-19.1497,1.62803,-0.30579,0.06583,-0.01115,0.00193,-0.00024,-0.37842,12.53195,-7.35375,1.39975,-0.31903,0.06186,-0.01209,0.00223,-0.00024,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
49,1/15/2026,,3,5,Sample Pitcher,,Right,TEAM_A,Sample Batter 4,,Right,TEAM_B,Undefined,1,Bottom,0,0,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,1,,83.19,0.109467,-1.18118,3200,69.9,8:30,5.98,1.73,6.426,-21.553,-0.99,-15.08,2.78,-0.538,85.185,-6.92,-1.727,0.460016,91.5,7.036371,-34.3038,3140.291,,,,87.08476,86.72738,-35.1596,0.657587,8.19906,-1.71417,-1.96299,50,5.74963,3.11671,-120.322,-1.29291,12.04836,22.82559,-34.693,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,81.93724,4.46481,,6.21672,,,,2.60004,2.15982,0.54622,,1/15/2026,,,,GroundBall,v3,,,,Sample Catcher 3,,Right,TEAM_B,,54.77223,-121.224,11.4128,5.77363,0.07794,-17.3465,-2.07674,2.64063,6.02418,,2.60004,118.6908,-25.5654,6.65288,-1.84868,0.54275,-0.16349,0.04425,-0.00755,2.15982,17.73463,-35.7865,6.89754,-1.96687,0.57605,-0.1715,0.04553,-0.00747,0.54622,-80.9769,6.87458,-1.73188,0.47589,-0.14052,0.04401,-0.0132,0.00262,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
50,1/15/2026,,4,1,Sample Pitcher,,Right,TEAM_A,Sample Batter 5,,Left,TEAM_B,Undefined,1,Top,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.06,2.010541,-0.29241,2447,76.9,8:15,5.78,1.92,6.225,-31.479,-1.89,-11.79,2.757,0.282,83.301,-4.579,-2.5,0.480503,,,,,,,,,,,,6.86504,-2.9026,-1.00483,50,5.56132,1.18827,-116.76,2.21931,9.5094,21.28004,-36.1947,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,78.44367,,,6.39815,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,CAL_MAT,14e7c262-7840-4882-8df2-cfc8b991ab7a,,-117.767,10.64002,5.41573,3.93254,-18.0974,-1.05042,0.73815,4.7547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
51,1/15/2026,,4,1,Sample Pitcher,,Right,TEAM_A,Sample Batter 6,,Left,TEAM_B,Undefined,1,Top,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.22,2.010541,-0.29241,2369,70.7,8:15,5.83,2.03,6.225,-31.479,-2.21,-12.69,2.372,0.394,83.301,-4.579,-2.5,0.480503,,,,,,,,,,,,6.86504,-2.9026,-1.00483,50,5.56132,1.18827,-116.76,2.21931,9.5094,21.28004,-36.1947,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,78.44367,,,6.39815,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,CAL_MAT,14e7c262-7840-4882-8df2-cfc8b991ab7a,,-117.767,10.64002,5.41573,3.93254,-18.0974,-1.05042,0.73815,4.7547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
52,1/15/2026,,2,1,Sample Pitcher,,Right,TEAM_A,Sample Batter 7,,Right,TEAM_B,Undefined,1,Top,0,0,0,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,1,0,,85.92,-0.14671,-0.72685,2270,162.6,11:15,5.66,2.02,5.873,-30.758,10.14,-1.77,2.108,-0.031,74.007,-8.645,-0.127,0.464301,,,,,,,,,,,,0.27906,2.07071,-0.94055,50,5.40182,1.5562,-119.823,-1.66185,0.41029,20.71219,-29.1297,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,81.18109,,,5.94155,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,CAL_MAT,4de4aa57-539d-487f-8b97-27220ba136d2,,-120.727,10.35609,5.4466,-0.3909,-14.5648,-1.00806,1.5383,0.20514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
53,1/15/2026,,4,1,Sample Pitcher,,Right,TEAM_A,Sample Batter 8,,Left,TEAM_B,Undefined,1,Top,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.26,2.010541,-0.29241,2252,80.3,8:15,5.76,1.92,6.225,-31.479,-4.11,-11.9,3.05,0.217,83.301,-4.579,-2.5,0.480503,,,,,,,,,,,,6.86504,-2.9026,-1.00483,50,5.56132,1.18827,-116.76,2.21931,9.5094,21.28004,-36.1947,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,78.44367,,,6.39815,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,CAL_MAT,14e7c262-7840-4882-8df2-cfc8b991ab7a,,-117.767,10.64002,5.41573,3.93254,-18.0974,-1.05042,0.73815,4.7547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
54,1/15/2026,,4,1,Sample Pitcher,,Right,TEAM_A,Sample Batter 9,,Left,TEAM_B,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.3,-2.69875,-2.65925,2278,198.6,1:15,5.82,1.8,5.887,-16.83,15.56,6.61,2.78,0.455,74.935,-5.229,0.299,0.38671,,,,,,,,,,,,-5.5404,8.42599,-2.05983,50,5.56852,6.13773,-140.045,-7.01141,-11.1455,27.79191,-15.2237,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,97.46956,,,7.14368,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,29987daa-c5ca-49e8-9358-53e27cadba79,,-140.795,13.89596,5.75216,-6.60065,-7.61183,-2.22949,6.43846,-5.57274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
55,1/15/2026,,7,2,Sample Pitcher,,Right,TEAM_A,Sample Batter 1,,Right,TEAM_B,Undefined,1,Bottom,2,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.19,-2.53895,-2.51867,2145,205.5,12:30,5.65,1.45,7.216,-31.86,17.86,9.34,1.906,-0.041,84.749,-5.075,-2.266,0.386535,,32.9559,71.71195,4803.244,,,,,102.143,,,-3.05347,10.14477,-1.67516,50,5.82655,5.99268,-140.305,-6.49727,-6.13126,29.5681,-11.8037,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,97.5137,60.23769,,7.6498,,,,0.12669,2.73071,0.16515,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,d95f662b-cf30-4aab-a47e-516427d7b437,,-141.093,14.78405,5.99556,-6.1826,-5.90187,-1.8371,6.15614,-3.06563,,0.12669,34.47581,-16.6534,3.87661,-0.94123,0.20225,-0.03885,0.00711,-0.0005,2.73071,71.2286,-18.1279,1.37086,-0.19777,0.0208,-0.00049,-0.00081,0.00015,0.16515,104.3182,-12.4764,0.87858,-0.06245,-0.04129,0.01185,-0.00334,0.00039,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,
56,1/15/2026,,6,3,Sample Pitcher,,Right,TEAM_A,Sample Batter 2,,Left,TEAM_B,Undefined,1,Bottom,1,1,1,ChangeUp,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.37,0.999736,-0.71578,1335,247.8,5:00,6.05,1.48,6.565,-33.039,6.57,16.76,2.879,0.133,91.138,-8.126,-1.645,0.426936,,,,,,,,,,,,-1.12555,-0.84756,-1.98703,50,5.77965,1.52907,-127.981,1.03046,-1.86621,26.48336,-33.5794,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,88.28588,,,7.36353,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,a3608b6a-f424-44a6-b050-266af776e770,,-128.805,13.24168,5.73132,2.07551,-16.7897,-2.03552,1.58715,-0.9331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
57,1/15/2026,,4,3,Sample Pitcher,,Right,TEAM_A,Sample Batter 3,,Left,TEAM_B,Undefined,1,Top,2,0,2,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.04,1.867821,-0.56329,1674,248.7,2:45,5.67,1.75,6.526,-48.396,5.19,14.92,1.267,0.686,70.909,-7.93,1.121,0.472184,,,,,,,,,,,,-6.58327,1.03185,-1.11184,50,5.44817,0.62317,-118.056,2.408,-9.31074,22.02381,-30.7147,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,79.82568,,,6.7978,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,CAL_MAT,51b59985-d7c4-452d-9213-da84ca50e976,,-119.015,11.0119,5.31423,3.74515,-15.3574,-1.14779,1.0285,-4.65537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
58,1/15/2026,,5,2,Sample Pitcher,,Right,TEAM_A,Sample Batter 4,,Right,TEAM_B,Undefined,1,Bottom,0,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81,-1.46245,-2.33614,2461,72.1,10:45,5.77,1.82,6.287,-2.814,-3.16,-12.81,0.569,0.983,84.587,-8.249,-0.6,0.435751,,,,,,,,,,,,2.89134,5.85689,-1.99156,50,5.63444,5.41351,-126.189,-4.08902,4.70923,23.24642,-22.6348,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,86.50003,,,6.36455,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,e2fcb439-67ca-4e4f-a691-9dc1d38ed1ca,,-127.027,11.62321,5.76724,-3.27239,-11.3174,-2.1838,5.24361,2.35461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
59,1/15/2026,,4,1,Sample Pitcher,,Right,TEAM_A,Sample Batter 5,,Left,TEAM_B,Undefined,1,Top,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.38,2.010541,-0.29241,2317,81.7,8:15,5.83,2.01,6.225,-31.479,-3.34,-11.25,2.586,0.85,83.301,-4.579,-2.5,0.480503,,,,,,,,,,,,6.86504,-2.9026,-1.00483,50,5.56132,1.18827,-116.76,2.21931,9.5094,21.28004,-36.1947,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,78.44367,,,6.39815,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,CAL_MAT,14e7c262-7840-4882-8df2-cfc8b991ab7a,,-117.767,10.64002,5.41573,3.93254,-18.0974,-1.05042,0.73815,4.7547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
60,1/15/2026,,6,1,Sample Pitcher,,Right,TEAM_A,Sample Batter 6,,Left,TEAM_B,Undefined,1,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.21,-1.87523,-4.278,2492,213.2,1:00,5.52,1.77,5.436,-29.374,20.52,9.37,2.348,-0.464,83.253,-5.647,-0.338,0.391478,,,,,,,,,,,,-5.42689,9.22103,-2.04822,50,5.51517,10.10832,-139.653,-4.95891,-10.7527,30.47998,-13.9037,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,96.28236,,,8.0785,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,11aaf6c1-8d73-41c3-ba66-56e9686efcf7,,-140.547,15.23999,5.65466,-4.55103,-6.95186,-2.34938,10.42376,-5.37635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
61,1/15/2026,,6,1,Sample Pitcher,,Right,TEAM_A,Sample Batter 7,,Left,TEAM_B,Undefined,1,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.04,-1.87523,-4.278,2491,211.5,1:00,5.55,1.78,5.436,-29.374,19.92,9.56,1.873,-0.775,83.253,-5.647,-0.338,0.391478,,,,,,,,,,,,-5.42689,9.22103,-2.04822,50,5.51517,10.10832,-139.653,-4.95891,-10.7527,30.47998,-13.9037,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,96.28236,,,8.0785,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,11aaf6c1-8d73-41c3-ba66-56e9686efcf7,,-140.547,15.23999,5.65466,-4.55103,-6.95186,-2.34938,10.42376,-5.37635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
62,1/15/2026,,6,6,Sample Pitcher,,Right,TEAM_A,Sample Batter 8,,Left,TEAM_B,Undefined,1,Bottom,1,3,2,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.3,-2.97387,-2.478,2223,207.8,1:00,5.99,2.01,5.432,-22.814,18.34,8.36,2.759,0.662,83.431,-9.659,-4.487,0.379613,,,,,,,,,,,,-4.91713,8.58319,-1.99411,50,5.421,5.84304,-142.251,-7.75456,-10.2059,28.67665,-14.3591,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,99.29187,,,7.21533,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,31a8dd6c-7f98-459c-9849-7b0b8a48f6f6,,-142.982,14.33832,5.61389,-7.38876,-7.17953,-2.14627,6.10303,-5.10293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
63,1/15/2026,,4,2,Sample Pitcher,,Right,TEAM_A,Sample Batter 9,,Left,TEAM_B,Undefined,1,Top,2,0,1,Slider,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,82.57,0.981225,1.014803,2581,53.5,8:00,5.51,2,6.287,-55.63,-4.26,-15.56,2.761,-0.428,93.551,-4.668,-0.175,0.485515,,,,,,,,,,,,6.74567,-2.74303,-1.29174,50,5.34283,-1.50969,-115.718,0.08925,9.13052,21.95142,-35.8869,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,77.63397,,,6.52147,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,CAL_MAT,e7a711ec-267b-46ee-8082-a459a9de7af8,,-116.761,10.97571,5.29808,1.79447,-17.9434,-1.2097,-1.94354,4.56526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
64,1/15/2026,,5,1,Sample Pitcher,,Right,TEAM_A,Sample Batter 1,,Right,TEAM_B,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.43,-1.60276,-2.50727,1989,221.5,12:45,5.52,1.94,6.88,-13.482,16.82,8.47,1.963,0.221,72.396,-6.039,-3.291,0.384855,,6.877683,174.114,2047.542,,,,112.5642,59.77982,176.9695,1.020627,-3.65933,9.73977,-2.02519,50,5.75163,5.94067,-140.762,-4.2159,-7.40719,29.2968,-12.459,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,97.93932,6.36686,,7.59808,,,,1.57372,3.44235,-0.37842,,1/15/2026,,,,GroundBall,v3,,,,Sample Catcher 3,,Right,TEAM_B,,53.7234,-141.535,14.6484,5.8585,-3.88724,-6.22948,-2.18448,6.13607,-3.7036,285.6462,1.57372,-121.56,10.84763,-1.37383,0.26088,-0.03703,0.00654,-0.00125,0.00014,3.44235,14.7401,-19.1497,1.62803,-0.30579,0.06583,-0.01115,0.00193,-0.00024,-0.37842,12.53195,-7.35375,1.39975,-0.31903,0.06186,-0.01209,0.00223,-0.00024,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
65,1/15/2026,,5,2,Sample Pitcher,,Right,TEAM_A,Sample Batter 2,,Right,TEAM_B,Undefined,1,Bottom,0,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.23,-1.46245,-2.33614,2611,70.7,10:45,5.68,1.95,6.287,-2.814,-2.52,-12.19,0.767,1.073,84.587,-8.249,-0.6,0.435751,,,,,,,,,,,,2.89134,5.85689,-1.99156,50,5.63444,5.41351,-126.189,-4.08902,4.70923,23.24642,-22.6348,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,86.50003,,,6.36455,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,e2fcb439-67ca-4e4f-a691-9dc1d38ed1ca,,-127.027,11.62321,5.76724,-3.27239,-11.3174,-2.1838,5.24361,2.35461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
66,1/15/2026,,6,3,Sample Pitcher,,Right,TEAM_A,Sample Batter 3,,Left,TEAM_B,Undefined,1,Bottom,1,1,1,ChangeUp,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.3,0.999736,-0.71578,1342,245.1,5:00,5.92,1.49,6.565,-33.039,7.35,16.13,2.765,-0.355,91.138,-8.126,-1.645,0.426936,,,,,,,,,,,,-1.12555,-0.84756,-1.98703,50,5.77965,1.52907,-127.981,1.03046,-1.86621,26.48336,-33.5794,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,88.28588,,,7.36353,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,a3608b6a-f424-44a6-b050-266af776e770,,-128.805,13.24168,5.73132,2.07551,-16.7897,-2.03552,1.58715,-0.9331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
67,1/15/2026,,6,1,Sample Pitcher,,Right,TEAM_A,Sample Batter 4,,Left,TEAM_B,Undefined,1,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.17,-1.87523,-4.278,2456,210.4,1:00,5.63,1.84,5.436,-29.374,19.32,9.17,1.983,-1.165,83.253,-5.647,-0.338,0.391478,,,,,,,,,,,,-5.42689,9.22103,-2.04822,50,5.51517,10.10832,-139.653,-4.95891,-10.7527,30.47998,-13.9037,TEAM_A,TEAM_B,Sample Field,College,SAMPLE,,,96.28236,,,8.0785,,,,,,,,1/15/2026,,,,v3,471256,,,,Sample Catcher 1,,SAN_GAU,11aaf6c1-8d73-41c3-ba66-56e9686efcf7,,-140.547,15.23999,5.65466,-4.55103,-6.95186,-2.34938,10.42376,-5.37635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,
